"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.327738212E1,1.387691405E-2,-1.231483221E-1,-2.399721593E-1
3.328757500E1,1.208110619E-2,-1.240355521E-1,-2.374906689E-1
3.329776787E1,8.325825445E-3,-1.240243241E-1,-2.106831074E-1
3.330793022E1,4.554231185E-3,-1.250507981E-1,-1.867934614E-1
3.331827568E1,1.740056789E-3,-1.260739416E-1,-1.745805293E-1
3.333771538E1,-9.973242413E-4,-1.272240728E-1,-1.657236516E-1
3.334778618E1,2.007430186E-3,-1.292473972E-1,-1.758931875E-1
3.335785698E1,4.032681230E-3,-1.302787513E-1,-1.880138367E-1
3.336789726E1,6.055802573E-3,-1.332226694E-1,-2.040300369E-1
3.337799858E1,7.112150546E-3,-1.370802075E-1,-2.142178714E-1
3.338806938E1,5.265009589E-3,-1.399049163E-1,-2.137099355E-1
3.339814018E1,4.416387528E-3,-1.387752593E-1,-2.034822106E-1
3.340827202E1,1.661029411E-3,-1.366183013E-1,-2.010406256E-1
3.341840385E1,-7.076611655E-5,-1.353863925E-1,-1.908220351E-1
3.342862724E1,-1.744940761E-3,-1.331515908E-1,-1.806042790E-1
3.343878959E1,-1.416621264E-3,-1.318746954E-1,-1.703881919E-1
3.344895195E1,-7.341595483E-5,-1.315709502E-1,-1.650353074E-1
3.346860527E1,2.691710368E-3,-1.289942563E-1,-1.815777421E-1
3.347870659E1,5.068402272E-3,-1.296334416E-1,-1.869339347E-1
3.348877739E1,5.501156207E-3,-1.331969947E-1,-1.913208216E-1
3.349921440E1,5.929701962E-3,-1.357599646E-1,-1.908486187E-1
3.351895927E1,1.915829023E-3,-1.378302723E-1,-1.879805923E-1
3.352906059E1,-5.788585404E-4,-1.363619417E-1,-1.768292487E-1
3.353913139E1,-3.068038495E-3,-1.338730752E-1,-1.676331908E-1
3.354920219E1,-1.658691326E-3,-1.313734055E-1,-1.623310298E-1
3.355927299E1,-2.435248171E-4,-1.327512115E-1,-1.657884866E-1
3.356931328E1,3.119996283E-3,-1.321966201E-1,-1.799500287E-1
3.357941459E1,6.476606242E-3,-1.326402277E-1,-1.882748753E-1
3.358945488E1,9.820383973E-3,-1.340633482E-1,-1.897928715E-1
3.359952568E1,1.217348687E-2,-1.345129907E-1,-1.883945614E-1
3.360962700E1,1.255755685E-2,-1.349729151E-1,-1.831106991E-1
3.361966728E1,1.291892119E-2,-1.334833950E-1,-1.758848727E-1
3.362976860E1,1.325051393E-2,-1.320620477E-1,-1.696300209E-1
3.363983940E1,1.160813682E-2,-1.277553886E-1,-1.672674119E-1
3.364987968E1,1.090816595E-2,-1.235021502E-1,-1.687945426E-1
3.365995048E1,1.114883274E-2,-1.203063577E-1,-1.712893397E-1
3.367002128E1,1.233206037E-2,-1.162088811E-1,-1.718371809E-1
3.368036674E1,1.349024661E-2,-1.131228134E-1,-1.684927791E-1
3.370026420E1,1.671342924E-2,-1.139362529E-1,-1.608238518E-1
3.371030449E1,1.781040803E-2,-1.158487126E-1,-1.594214141E-1
3.372037529E1,1.694406942E-2,-1.177622974E-1,-1.609410644E-1
3.373050712E1,1.508601662E-2,-1.177299842E-1,-1.634383500E-1
3.374054741E1,1.320977882E-2,-1.148008257E-1,-1.669091135E-1
3.375067924E1,1.131462958E-2,-1.119435877E-1,-1.694005728E-1
3.376090263E1,1.037289947E-2,-1.072429866E-1,-1.709127575E-1
3.377106498E1,1.038599294E-2,-1.045822427E-1,-1.743643880E-1
3.378125786E1,9.408984333E-3,-1.019975692E-1,-1.787820160E-1
3.380097221E1,1.032769680E-2,-9.230062366E-2,-1.798037142E-1
3.381104301E1,1.124853920E-2,-8.712805808E-2,-1.773804128E-1
3.382111381E1,1.215317100E-2,-8.209794015E-2,-1.739711761E-1
3.383118461E1,1.304304693E-2,-7.717040181E-2,-1.686075032E-1
3.384125542E1,1.392206457E-2,-7.239986956E-2,-1.641998440E-1
3.385132622E1,1.479359996E-2,-6.976552308E-2,-1.617175192E-1
3.386264824E1,1.468708646E-2,-6.631866097E-2,-1.660262495E-1
3.388181328E1,1.738950051E-2,-5.897197127E-2,-1.813973486E-1
3.390192436E1,2.299685776E-2,-5.228929967E-2,-1.850194037E-1
3.391214775E1,2.480404451E-2,-4.867223278E-2,-1.775658131E-1
3.392227959E1,2.657891065E-2,-4.710695893E-2,-1.700997204E-1
3.394196342E1,2.708819881E-2,-4.150271788E-2,-1.658283919E-1
3.395206474E1,2.970452048E-2,-3.941246495E-2,-1.758325100E-1
3.396213554E1,3.323669359E-2,-3.554911539E-2,-1.780330092E-1
3.397217582E1,3.282056749E-2,-3.382932022E-2,-1.685418189E-1
3.398224663E1,3.234203905E-2,-3.324043378E-2,-1.609801352E-1
3.399231743E1,3.083927184E-2,-3.281698376E-2,-1.699417681E-1
3.400238823E1,3.123877384E-2,-3.158818558E-2,-1.876405776E-1
3.401245903E1,3.158553690E-2,-2.756522223E-2,-2.014354914E-1
3.402252983E1,3.186538070E-2,-1.973647252E-2,-1.909034997E-1
3.403260063E1,2.919772640E-2,-1.204541139E-2,-1.716002524E-1
3.404291557E1,2.556199953E-2,-8.416388184E-3,-1.435190886E-1
3.406281303E1,2.230005525E-2,-1.142337546E-2,-1.583049446E-1
3.407288383E1,2.356293425E-2,-1.796534657E-2,-1.895135194E-1
3.408295463E1,2.380152233E-2,-2.555249259E-2,-2.216905951E-1
3.409302543E1,2.112036198E-2,-3.318515420E-2,-2.392672002E-1
3.410306572E1,1.870735176E-2,-3.796150163E-2,-2.373609990E-1
3.411313652E1,1.321715768E-2,-4.464489967E-2,-2.218518853E-1
3.412320732E1,1.254804805E-2,-5.422648787E-2,-2.121844590E-1
3.413330864E1,1.190959476E-2,-6.186693907E-2,-2.132152915E-1
3.414334892E1,1.425604708E-2,-6.565599144E-2,-2.113182247E-1
3.415341972E1,1.567942277E-2,-6.941262633E-2,-1.948306561E-1
3.416349052E1,1.617062837E-2,-7.202836871E-2,-1.715487093E-1
3.417356132E1,1.670381799E-2,-7.441062480E-2,-1.638606638E-1
3.418366264E1,1.532876212E-2,-7.557332516E-2,-1.824672669E-1
3.419370292E1,1.788247377E-2,-7.457574457E-2,-2.049910426E-1
3.420380424E1,1.853059046E-2,-7.244964689E-2,-2.207212895E-1
3.421387504E1,1.726828329E-2,-6.632281095E-2,-2.170044631E-1
3.422422050E1,1.701566577E-2,-5.822066590E-2,-1.899408400E-1
3.424436210E1,1.464661211E-2,-4.009248689E-2,-1.581819057E-1
3.425452446E1,1.640698314E-2,-3.299384564E-2,-1.564045548E-1
3.426471733E1,1.819426939E-2,-2.794534341E-2,-1.575318277E-1
3.428437065E1,1.694406942E-2,-1.495918818E-2,-1.724282503E-1
3.429444145E1,1.683313958E-2,-1.197526883E-2,-1.813217103E-1
3.430451225E1,1.672465354E-2,-1.086836681E-2,-1.970336437E-1
3.431458305E1,1.662473753E-2,-9.777466767E-3,-2.176063359E-1
3.432462334E1,1.361993141E-2,-9.782870300E-3,-2.245445251E-1
3.433478569E1,1.062629651E-2,-1.184433606E-2,-2.197910249E-1
3.434479545E1,1.055802405E-2,-1.592830010E-2,-2.014097273E-1
3.435489677E1,1.146556530E-2,-1.910986565E-2,-1.849628836E-1
3.436505913E1,1.237414684E-2,-2.139963396E-2,-1.782375127E-1
3.437522148E1,1.230862830E-2,-2.278939076E-2,-1.822012365E-1
3.438541435E1,1.126334630E-2,-2.325399406E-2,-1.958905905E-1
3.439649223E1,1.215524971E-2,-2.377107739E-2,-2.105467618E-1
3.441669487E1,1.005543955E-2,-3.005066141E-2,-2.174334228E-1
3.443543266E1,7.018783130E-3,-3.695414960E-2,-2.174292654E-1
3.444550346E1,6.971189752E-3,-3.814231232E-2,-2.193521112E-1
3.445557426E1,4.983399995E-3,-3.647603840E-2,-2.144556195E-1
3.446564506E1,3.013379406E-3,-3.192622215E-2,-1.930125505E-1
3.447571586E1,4.968072288E-3,-2.835965157E-2,-1.754600704E-1
3.448578666E1,8.909100667E-3,-2.575221658E-2,-1.705527902E-1
3.449588798E1,1.288629230E-2,-2.604172193E-2,-1.831580848E-1
3.450592827E1,1.580495387E-2,-2.701468021E-2,-1.987253875E-1
3.451599907E1,1.591718011E-2,-3.013898805E-2,-2.132851332E-1
3.452606987E1,1.494422462E-2,-3.403050080E-2,-2.200944722E-1
3.453614067E1,1.494422462E-2,-3.792201355E-2,-2.162038982E-1
3.454621147E1,1.417624019E-2,-4.201054946E-2,-2.025444657E-1
3.455628227E1,1.223048382E-2,-4.492941871E-2,-1.869796813E-1
3.456632255E1,1.125763264E-2,-4.298361018E-2,-1.714131981E-1
3.457639335E1,1.239201985E-2,-3.870179132E-2,-1.636694521E-1
3.458673881E1,1.548058167E-2,-3.326662257E-2,-1.656745970E-1
3.460663627E1,2.156989649E-2,-2.434510365E-2,-1.774768531E-1
3.461670708E1,2.458073013E-2,-2.573434263E-2,-1.843510270E-1
3.462677788E1,2.658873051E-2,-3.102611192E-2,-1.921995431E-1
3.463684868E1,2.465991490E-2,-3.729156032E-2,-1.990762055E-1
3.464691948E1,2.267368324E-2,-4.259860516E-2,-2.010921687E-1
3.465699028E1,1.965308003E-2,-4.400083423E-2,-2.031122595E-1
3.466703056E1,1.658519916E-2,-4.153181612E-2,-2.002691478E-1
3.467713188E1,1.250980794E-2,-3.615452349E-2,-1.906166971E-1
3.468717216E1,8.411971852E-3,-2.980749868E-2,-1.780479699E-1
3.469727348E1,6.276154425E-3,-2.451032773E-2,-1.742238998E-1
3.470737480E1,7.006417494E-3,-1.913802698E-2,-1.820865273E-1
3.471759819E1,9.717768058E-3,-1.679796353E-2,-1.967426986E-1
3.472773002E1,1.242693514E-2,-1.643083245E-2,-2.065323144E-1
3.473792290E1,1.321258582E-2,-1.514727436E-2,-2.046369165E-1
3.474808525E1,1.303774770E-2,-1.584090665E-2,-1.930092275E-1
3.476853203E1,5.950277206E-3,-2.320484258E-2,-1.677861512E-1
3.478791069E1,4.755930044E-3,-3.065690026E-2,-1.795160770E-1
3.479795097E1,6.621152163E-3,-3.929130360E-2,-1.970486045E-1
3.480805229E1,5.648352206E-3,-4.610147327E-2,-1.960759759E-1
3.481809257E1,4.612579476E-3,-5.177357420E-2,-1.844266951E-1
3.482819389E1,4.587795120E-3,-5.550162494E-2,-1.669365466E-1
3.483832573E1,5.575663410E-3,-5.527373776E-2,-1.572350413E-1
3.484845756E1,6.600629073E-3,-5.396742746E-2,-1.533835232E-1
3.485861992E1,5.701556336E-3,-4.483776540E-2,-1.417517066E-1
3.486878227E1,2.894968027E-3,-3.173055127E-2,-1.252633035E-1
3.487897514E1,-2.741173841E-3,-1.650710590E-2,-1.146298796E-1
3.489865898E1,-4.170576576E-3,1.013067318E-3,-1.526619494E-1
3.490876030E1,-2.224768279E-3,3.931728192E-3,-1.906042248E-1
3.491880058E1,1.007196144E-3,9.106591344E-3,-2.217562795E-1
3.492890190E1,4.208453931E-3,1.514353324E-2,-2.392738611E-1
3.493894218E1,3.634738969E-3,2.788226679E-2,-2.324503809E-1
3.494931816E1,1.157924882E-3,4.714218155E-2,-2.022377253E-1
3.496915459E1,2.002442256E-3,8.651921153E-2,-1.484862268E-1
3.497925590E1,6.307641044E-3,1.036341265E-1,-1.492585242E-1
3.498932670E1,1.156579237E-2,1.183880791E-1,-1.636004597E-1
3.499936699E1,1.485070121E-2,1.327156723E-1,-1.847010255E-1
3.500946831E1,1.907468960E-2,1.388124675E-1,-2.106115967E-1
3.501950859E1,2.423157729E-2,1.405848414E-1,-2.384167612E-1
3.502957939E1,3.032224253E-2,1.390205026E-1,-2.583900690E-1
3.503965019E1,3.248294815E-2,1.380157471E-1,-2.608042061E-1
3.504975151E1,3.363811597E-2,1.414593905E-1,-2.427388132E-1
3.505985283E1,3.086675890E-2,1.493071616E-1,-2.110006511E-1
3.506986259E1,2.902870998E-2,1.615272462E-1,-1.860153377E-1
3.507996391E1,2.713963762E-2,1.741821170E-1,-1.677828282E-1
3.509006523E1,2.810771018E-2,1.862954944E-1,-1.543536782E-1
3.510007500E1,3.095129132E-2,1.969104111E-1,-1.564369798E-1
3.511017631E1,3.274673596E-2,2.050595433E-1,-1.701421142E-1
3.512024711E1,3.446050361E-2,2.088254094E-1,-1.983920485E-1
3.513059257E1,3.512041271E-2,2.082864940E-1,-2.275763601E-1
3.515045952E1,3.329119831E-2,2.070371360E-1,-2.566634119E-1
3.516053032E1,3.177559748E-2,2.083243281E-1,-2.439250946E-1
3.517060112E1,2.824721672E-2,2.131715566E-1,-2.224063724E-1
3.518073295E1,2.660712413E-2,2.167491317E-1,-1.979481131E-1
3.519089531E1,2.588730678E-2,2.200694233E-1,-1.832038313E-1
3.520108818E1,2.609066665E-2,2.241271138E-1,-1.840135157E-1
3.521131157E1,2.723014913E-2,2.280170023E-1,-2.033034712E-1
3.522144340E1,2.833985537E-2,2.288434356E-1,-2.216199487E-1
3.524112724E1,2.955368534E-2,2.263432443E-1,-2.679893076E-1
3.525113701E1,2.774265595E-2,2.231083810E-1,-2.736763954E-1
3.526123832E1,2.401101589E-2,2.198500782E-1,-2.667248845E-1
3.527130913E1,2.031751350E-2,2.155775875E-1,-2.617236376E-1
3.528137993E1,1.861621626E-2,2.141491771E-1,-2.635359168E-1
3.529145073E1,1.794196479E-2,2.136221379E-1,-2.614584565E-1
3.530152153E1,1.732528023E-2,2.120458335E-1,-2.525741458E-1
3.531235527E1,1.773990132E-2,2.133129388E-1,-2.436890006E-1
3.533200859E1,2.166201733E-2,2.118627280E-1,-2.561022639E-1
3.534214042E1,2.224732004E-2,2.121358812E-1,-2.628110349E-1
3.535230278E1,2.288478427E-2,2.124757916E-1,-2.666176260E-1
3.537201713E1,2.136586048E-2,2.182091326E-1,-2.587159574E-1
3.538208793E1,2.016226389E-2,2.215833217E-1,-2.411634475E-1
3.539215874E1,1.994606853E-2,2.259168476E-1,-2.265397012E-1
3.540222954E1,1.974000596E-2,2.311687022E-1,-2.138703912E-1
3.541233085E1,2.148447931E-2,2.363440841E-1,-2.109349966E-1
3.542237114E1,2.517907321E-2,2.404566258E-1,-2.118968368E-1
3.543244194E1,2.790538780E-2,2.435169220E-1,-2.070277780E-1
3.544251274E1,2.965640835E-2,2.445480078E-1,-1.943834126E-1
3.545258354E1,2.944992855E-2,2.436030656E-1,-1.934249103E-1
3.546265434E1,3.019952029E-2,2.436186075E-1,-1.954001039E-1
3.547272514E1,3.019952029E-2,2.436186075E-1,-1.954001039E-1
3.548279594E1,3.259595484E-2,2.426784784E-1,-2.315010130E-1
3.549317192E1,3.228826076E-2,2.426758260E-1,-2.354672551E-1
3.551300834E1,2.962544002E-2,2.386933416E-1,-2.200928181E-1
3.552304863E1,2.824009769E-2,2.376196384E-1,-2.104827464E-1
3.553314995E1,2.876564674E-2,2.365137786E-1,-2.115859091E-1
3.554322075E1,3.120473959E-2,2.353610992E-1,-2.204851955E-1
3.555329155E1,3.458416089E-2,2.351553440E-1,-2.245362103E-1
3.556336235E1,3.500200436E-2,2.349220514E-1,-2.179014385E-1
3.557340263E1,3.537962958E-2,2.336994112E-1,-2.083620429E-1
3.558347343E1,3.474844992E-2,2.343987375E-1,-2.085690647E-1
3.559357475E1,3.311308846E-2,2.379889786E-1,-2.214378715E-1
3.560361503E1,3.145304695E-2,2.425125688E-1,-2.304277867E-1
3.561368584E1,2.977455780E-2,2.460262030E-1,-2.228927016E-1
3.562375664E1,2.905416675E-2,2.485274673E-1,-1.998061091E-1
3.563385795E1,2.734320611E-2,2.490585893E-1,-1.796524227E-1
3.564392876E1,2.561769821E-2,2.476343215E-1,-1.682708114E-1
3.565409111E1,2.485969104E-2,2.433129847E-1,-1.773363501E-1
3.566428398E1,2.507583238E-2,2.390262038E-1,-1.990654022E-1
3.567462944E1,2.724729292E-2,2.338497341E-1,-2.169229984E-1
3.568463920E1,2.651495114E-2,2.297185659E-1,-2.299331427E-1
3.570435356E1,2.315013111E-2,2.246353626E-1,-2.044465393E-1
3.571442436E1,2.246621624E-2,2.227177769E-1,-1.892965585E-1
3.572449516E1,2.277894877E-2,2.208697647E-1,-1.926492751E-1
3.573456596E1,2.409160137E-2,2.200796306E-1,-2.057450563E-1
3.574463676E1,2.445561625E-2,2.174221426E-1,-2.149644047E-1
3.575470756E1,2.775990777E-2,2.148316503E-1,-2.164175510E-1
3.576477836E1,3.010874800E-2,2.123219371E-1,-2.139934152E-1
3.577487968E1,3.343496472E-2,2.089133859E-1,-2.145063430E-1
3.578498100E1,3.384158388E-2,2.075246423E-1,-2.218427509E-1
3.579514335E1,3.327020630E-2,2.081599981E-1,-2.301709056E-1
3.580533623E1,3.464349732E-2,2.098360211E-1,-2.297577262E-1
3.581549858E1,3.600956500E-2,2.125332654E-1,-2.225476950E-1
3.583524345E1,3.481443599E-2,2.132178992E-1,-1.984460652E-1
3.584534477E1,3.711999953E-2,2.092806548E-1,-1.903082728E-1
3.585569023E1,3.940186650E-2,2.044850439E-1,-1.948364675E-1
3.587552666E1,4.192965478E-2,1.904826462E-1,-2.224338055E-1
3.588559746E1,4.314098880E-2,1.823005825E-1,-2.386927754E-1
3.589569877E1,4.236656427E-2,1.753057390E-1,-2.306505889E-1
3.590576958E1,3.863440454E-2,1.675526202E-1,-2.197095603E-1
3.591580986E1,3.486888856E-2,1.609644741E-1,-2.010023743E-1
3.592594169E1,3.010594286E-2,1.545659900E-1,-1.939851940E-1
3.593598198E1,2.534019388E-2,1.493582129E-1,-1.937948167E-1
3.594599174E1,2.349674143E-2,1.433566362E-1,-1.945887506E-1
3.596613334E1,2.469929866E-2,1.338579208E-1,-2.010796815E-1
3.597620415E1,2.580188587E-2,1.294106245E-1,-2.019101828E-1
3.598627495E1,2.691061050E-2,1.261133999E-1,-2.056710720E-1
3.599634575E1,2.511656843E-2,1.220492125E-1,-2.143059820E-1
3.600641655E1,2.042600140E-2,1.172278374E-1,-2.248961776E-1
3.601648735E1,1.771787181E-2,1.155437157E-1,-2.286836654E-1
3.602655815E1,1.699649356E-2,1.130849421E-1,-2.208044231E-1
3.603681206E1,1.437529083E-2,1.098557711E-1,-2.022285610E-1
3.605677055E1,1.123560127E-2,1.050317958E-1,-1.903905869E-1
3.606684135E1,1.364284474E-2,1.025164202E-1,-2.029626220E-1
3.607691215E1,1.707141660E-2,1.002356634E-1,-2.106764466E-1
3.608698295E1,2.054316550E-2,9.916830808E-2,-2.125568986E-1
3.609699272E1,2.210781351E-2,9.830773622E-2,-2.086039633E-1
3.610712456E1,2.273431607E-2,9.764841944E-2,-2.085474432E-1
3.611725639E1,2.242153138E-2,9.716902673E-2,-2.075207531E-1
3.612744926E1,2.213800140E-2,9.780757874E-2,-2.045504451E-1
3.613764213E1,2.187857591E-2,9.952164441E-2,-2.025552690E-1
3.614780449E1,2.261694521E-2,9.939011186E-2,-2.025087327E-1
3.616754936E1,2.707614563E-2,1.012480557E-1,-1.926916689E-1
3.617762016E1,2.884368971E-2,9.931461513E-2,-1.887587011E-1
3.618769096E1,2.868090384E-2,9.744657576E-2,-1.867743433E-1
3.619776176E1,2.949632518E-2,9.755859524E-2,-1.925744563E-1
3.620783256E1,3.030073084E-2,9.769132733E-2,-1.983779073E-1
3.621854423E1,3.107572906E-2,9.882497787E-2,-2.041863352E-1
3.623798393E1,3.180365637E-2,9.705096483E-2,-2.061075270E-1
3.624814628E1,3.598550707E-2,9.264399111E-2,-2.187286168E-1
3.625833916E1,3.747076541E-2,9.097362310E-2,-2.216465473E-1
3.626853203E1,3.693097830E-2,8.934445679E-2,-2.197070867E-1
3.627869438E1,3.631335869E-2,8.675925434E-2,-2.090204656E-1
3.628888725E1,3.465627879E-2,8.229212463E-2,-2.119608372E-1
3.630854057E1,3.699467704E-2,7.934406400E-2,-2.324553877E-1
3.631861137E1,3.712202609E-2,7.891138643E-2,-2.315226197E-1
3.632868217E1,3.431351483E-2,7.854735851E-2,-2.325393260E-1
3.633875297E1,3.344644606E-2,7.823216915E-2,-2.384217530E-1
3.634882377E1,3.259460256E-2,7.992387563E-2,-2.491707206E-1
3.635889458E1,3.176193312E-2,8.261907101E-2,-2.570009232E-1
3.636893486E1,3.289741278E-2,8.243450522E-2,-2.482928336E-1
3.637897514E1,3.210630640E-2,8.132092655E-2,-2.356941849E-1
3.638910698E1,2.938264236E-2,8.023781329E-2,-2.162853628E-1
3.639936088E1,2.472906932E-2,7.725870609E-2,-2.027140707E-1
3.641928886E1,2.229979634E-2,7.244088501E-2,-2.174068242E-1
3.642939018E1,2.550406754E-2,7.254631072E-2,-2.408051640E-1
3.643946098E1,2.873343416E-2,7.367237657E-2,-2.573924661E-1
3.644953178E1,2.907157131E-2,7.389201224E-2,-2.564688921E-1
3.645960258E1,2.748822048E-2,7.223428041E-2,-2.360857427E-1
3.646967338E1,2.592622116E-2,7.160798460E-2,-2.186213881E-1
3.647974418E1,2.535941824E-2,7.201597840E-2,-2.138038874E-1
3.648984550E1,2.675561979E-2,7.342278957E-2,-2.109333277E-1
3.649988579E1,2.719840221E-2,7.292702794E-2,-2.070876509E-1
3.650995659E1,2.960081398E-2,7.051428407E-2,-1.993530542E-1
3.652002739E1,3.103561886E-2,6.810647994E-2,-1.896715015E-1
3.653012871E1,3.053557873E-2,6.769129634E-2,-1.926376373E-1
3.654019951E1,2.906263620E-2,6.918218732E-2,-2.121453881E-1
3.655027031E1,2.954064496E-2,7.262264937E-2,-2.228968441E-1
3.656037163E1,2.905156836E-2,7.603420317E-2,-2.278124541E-1
3.657044243E1,2.856872790E-2,7.749234885E-2,-2.152179480E-1
3.658081840E1,2.711542509E-2,7.700092345E-2,-1.987303793E-1
3.660092949E1,2.226404846E-2,7.314815372E-2,-1.803548783E-1
3.661109184E1,2.373465523E-2,7.081372291E-2,-1.784652919E-1
3.662128471E1,2.373465523E-2,7.081372291E-2,-1.784652919E-1
3.664093803E1,2.430753782E-2,6.115015969E-2,-2.165754884E-1
3.665100883E1,2.484482899E-2,5.800981075E-2,-2.253883183E-1
3.666107963E1,2.343761362E-2,5.685651675E-2,-2.205791324E-1
3.667115043E1,2.008100413E-2,5.379386619E-2,-2.079896331E-1
3.668122124E1,1.575221680E-2,5.077717453E-2,-1.992915273E-1
3.669129204E1,1.241192035E-2,4.882497340E-2,-2.022676468E-1
3.670136284E1,1.200368907E-2,4.592810199E-2,-2.062155902E-1
3.671146416E1,1.357119624E-2,4.412401095E-2,-2.121071517E-1
3.672162651E1,1.613597386E-2,4.239860177E-2,-2.160509378E-1
3.673181938E1,1.775081269E-2,4.073479027E-2,-2.190195769E-1
3.674201225E1,2.036375552E-2,3.721359372E-2,-2.171224952E-1
3.675305961E1,2.008625120E-2,3.282493725E-2,-2.181417048E-1
3.677268242E1,1.863876730E-2,3.210666031E-2,-2.240648419E-1
3.679200004E1,1.825292967E-2,4.040771350E-2,-2.095491886E-1
3.680210136E1,1.711796969E-2,4.125989228E-2,-1.979106963E-1
3.681214165E1,1.503322832E-2,4.228524864E-2,-1.872415394E-1
3.682221245E1,1.392897498E-2,3.941793367E-2,-1.960302591E-1
3.683228325E1,1.478372794E-2,3.854150325E-2,-2.048173100E-1
3.684235405E1,1.565417275E-2,3.578200191E-2,-2.087394744E-1
3.685242485E1,1.654550247E-2,3.221500292E-2,-2.058473229E-1
3.686249565E1,1.745127887E-2,2.870620973E-2,-2.000355572E-1
3.687256645E1,1.739667170E-2,2.332165837E-2,-1.951939464E-1
3.688263725E1,1.638136990E-2,1.902225241E-2,-1.874319017E-1
3.689270805E1,1.343231369E-2,1.578289643E-2,-1.835604608E-1
3.690277885E1,1.049661078E-2,1.353442296E-2,-1.874693185E-1
3.691284965E1,8.551009931E-3,1.236545667E-2,-1.933242977E-1
3.692292045E1,6.620113272E-3,8.380056359E-3,-1.972290277E-1
3.693296074E1,4.698984325E-3,2.542826114E-3,-1.982133090E-1
3.694330620E1,3.760787891E-3,-7.128725294E-3,-1.972506195E-1
3.696320366E1,1.897124341E-3,-1.993521117E-2,-1.933691800E-1
3.697324394E1,2.957369201E-3,-2.637844533E-2,-1.943435073E-1
3.698331474E1,3.083469812E-3,-3.369784355E-2,-1.982324123E-1
3.699338554E1,2.278232481E-3,-4.083262384E-2,-2.021163553E-1
3.700345634E1,3.417816479E-3,-4.964840040E-2,-2.021055371E-1
3.701352714E1,5.598628428E-3,-5.721884966E-2,-1.991668344E-1
3.702362846E1,6.832099520E-3,-6.544015557E-2,-1.942761689E-1
3.703366874E1,9.055153467E-3,-7.331473380E-2,-1.913241446E-1
3.704383110E1,1.030977070E-2,-8.085282892E-2,-1.912867427E-1
3.705402397E1,1.253157854E-2,-8.806925267E-2,-1.892998815E-1
3.706418632E1,1.377658360E-2,-9.395099431E-2,-1.882806718E-1
3.707437919E1,1.597397029E-2,-9.955684841E-2,-1.911520660E-1
3.708454155E1,1.815608144E-2,-1.048163101E-1,-1.901278794E-1
3.710419487E1,1.662915386E-2,-1.153145507E-1,-1.822378188E-1
3.711426567E1,1.389764436E-2,-1.215243787E-1,-1.831539422E-1
3.712531303E1,1.309968065E-2,-1.264702380E-1,-1.928246766E-1
3.714450859E1,1.050835289E-2,-1.335230023E-1,-2.209174931E-1
3.715454887E1,9.692308493E-3,-1.365932524E-1,-2.189106792E-1
3.716461967E1,6.927597336E-3,-1.384339333E-1,-2.149577439E-1
3.717475151E1,2.217182424E-3,-1.409778297E-1,-2.003023922E-1
3.718494438E1,-4.432598595E-3,-1.442412734E-1,-1.934315413E-1
3.719504570E1,-9.122489952E-3,-1.492069662E-1,-2.069895416E-1
3.720533012E1,-1.184173860E-2,-1.578524858E-1,-2.254140824E-1
3.721552299E1,-1.160569582E-2,-1.672327071E-1,-2.496736795E-1
3.723514580E1,-1.098288130E-2,-1.861993372E-1,-2.544105351E-1
3.724518608E1,-1.156662311E-2,-1.977062076E-1,-2.475355119E-1
3.725525688E1,-1.209451072E-2,-2.069862932E-1,-2.377417237E-1
3.726535820E1,-1.159364078E-2,-2.140298188E-1,-2.308667004E-1
3.727539848E1,-1.006453205E-2,-2.188521028E-1,-2.259394825E-1
3.728549980E1,-9.456733242E-3,-2.224357873E-1,-2.142020762E-1
3.729557060E1,-7.825267501E-3,-2.247764170E-1,-2.131712437E-1
3.730597709E1,-4.202011041E-3,-2.258926034E-1,-2.150633335E-1
3.732578300E1,2.193437889E-3,-2.303426266E-1,-2.441545278E-1
3.733585380E1,3.017587820E-3,-2.317397892E-1,-2.480077147E-1
3.734592460E1,2.901099157E-3,-2.339266092E-1,-2.479777932E-1
3.735596489E1,3.784116823E-3,-2.368924469E-1,-2.314170599E-1
3.736600517E1,4.679448437E-3,-2.387277782E-1,-2.109732330E-1
3.737610649E1,2.663653344E-3,-2.423264235E-1,-1.915137023E-1
3.738620781E1,2.591951983E-3,-2.457301319E-1,-1.798486114E-1
3.739627861E1,2.512093168E-3,-2.498922348E-1,-1.750086546E-1
3.740634941E1,1.445509610E-3,-2.557824254E-1,-1.750460714E-1
3.741642021E1,3.622477234E-4,-2.633651495E-1,-1.819094568E-1
3.742649101E1,2.245603391E-4,-2.716487646E-1,-1.994918585E-1
3.743653129E1,-9.123737691E-4,-2.806186080E-1,-2.151472867E-1
3.744660209E1,-3.051724052E-3,-2.883329690E-1,-2.113647908E-1
3.745670341E1,-5.222196691E-3,-2.928741574E-1,-1.891169846E-1
3.746677421E1,-8.403657936E-3,-2.942838967E-1,-1.610549539E-1
3.747684501E1,-1.161764562E-2,-2.936077714E-1,-1.378760934E-1
3.748719047E1,-1.389099378E-2,-2.879828513E-1,-1.380656362E-1
3.750708793E1,-8.810848929E-3,-2.785944641E-1,-1.715819538E-1
3.751728081E1,-9.228276089E-3,-2.729162872E-1,-1.844740808E-1
