"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.682189085E1,-1.280222461E-2,-2.122048289E-1,-1.596990675E-1
1.684172728E1,-1.775335893E-2,-2.118876725E-1,-1.746578366E-1
1.685182860E1,-2.457584627E-2,-2.132496983E-1,-1.719228029E-1
1.686186888E1,-2.941043861E-2,-2.126591355E-1,-1.623834074E-1
1.687193968E1,-3.224420175E-2,-2.101220638E-1,-1.450661719E-1
1.688201048E1,-3.403647617E-2,-2.056185007E-1,-1.267829537E-1
1.689205076E1,-3.284265101E-2,-2.001277357E-1,-1.162900403E-1
1.690221312E1,-2.963879332E-2,-1.945971549E-1,-1.184531301E-1
1.691240599E1,-2.639176138E-2,-1.900527477E-1,-1.352141947E-1
1.692256834E1,-2.311288007E-2,-1.855215281E-1,-1.539255530E-1
1.693276121E1,-2.273052186E-2,-1.800419986E-1,-1.638822705E-1
1.694292357E1,-2.233632095E-2,-1.756034791E-1,-1.650810391E-1
1.696257689E1,-2.441280335E-2,-1.640304625E-1,-1.538432539E-1
1.697264769E1,-2.298579179E-2,-1.579550654E-1,-1.365285218E-1
1.698271849E1,-2.056664973E-2,-1.501066685E-1,-1.240570620E-1
1.699278929E1,-1.814340428E-2,-1.415128112E-1,-1.203127950E-1
1.700395872E1,-1.476808917E-2,-1.341463774E-1,-1.223736331E-1
1.701415159E1,-1.240074914E-2,-1.280114353E-1,-1.321832091E-1
1.703331663E1,-7.800743449E-3,-1.233196780E-1,-1.526769102E-1
1.705339720E1,-3.402125090E-3,-1.254201084E-1,-1.594247371E-1
1.706355955E1,6.703556865E-4,-1.291815192E-1,-1.583872437E-1
1.707375242E1,3.721352201E-3,-1.330732405E-1,-1.553861797E-1
1.708394530E1,4.767049104E-3,-1.351532042E-1,-1.484804004E-1
1.710356810E1,6.637155544E-3,-1.348450929E-1,-1.424076259E-1
1.711363890E1,8.417894132E-3,-1.334320605E-1,-1.451858878E-1
1.712370970E1,1.108170394E-2,-1.302178651E-1,-1.547585428E-1
1.713378050E1,1.366643421E-2,-1.271283627E-1,-1.672349870E-1
1.714385130E1,1.715912111E-2,-1.232109815E-1,-1.835845560E-1
1.715392210E1,2.253708616E-2,-1.184530258E-1,-1.970003992E-1
1.716396238E1,2.490957081E-2,-1.119114757E-1,-1.967734396E-1
1.717406370E1,2.619354427E-2,-1.045606285E-1,-1.926359832E-1
1.718440916E1,2.830987424E-2,-9.929993004E-2,-1.836178005E-1
1.720427610E1,2.914254740E-2,-8.827704191E-2,-1.703964919E-1
1.721431639E1,2.981087565E-2,-8.157712221E-2,-1.652132124E-1
1.722441771E1,3.132206202E-2,-7.701930404E-2,-1.609759778E-1
1.723445799E1,3.562907502E-2,-7.162196189E-2,-1.567237675E-1
1.724455931E1,4.079090059E-2,-6.730201095E-2,-1.641349941E-1
1.725463011E1,4.196155444E-2,-6.409196556E-2,-1.822295040E-1
1.726467039E1,4.112004861E-2,-6.301603466E-2,-2.022435367E-1
1.727477171E1,3.923529387E-2,-6.204868853E-2,-2.144597769E-1
1.728484251E1,3.729847446E-2,-6.315258145E-2,-2.081733495E-1
1.729488280E1,3.532284126E-2,-6.438542157E-2,-1.960294247E-1
1.730495360E1,3.428358585E-2,-6.573247164E-2,-1.712220013E-1
1.731502440E1,3.418055549E-2,-6.816127896E-2,-1.570987105E-1
1.732512571E1,3.501114994E-2,-6.875909865E-2,-1.536611915E-1
1.733522703E1,3.581087664E-2,-6.755846739E-2,-1.511722207E-1
1.734526732E1,3.364087269E-2,-6.549970061E-2,-1.438034028E-1
1.735536863E1,3.143657744E-2,-6.357634068E-2,-1.403043717E-1
1.736571409E1,2.727602609E-2,-6.179295108E-2,-1.533195227E-1
1.738558104E1,1.415493712E-2,-5.568690971E-2,-1.977710277E-1
1.739577391E1,7.213415578E-3,-5.427366495E-2,-2.009890676E-1
1.740593626E1,2.320422092E-3,-5.102060735E-2,-1.808337271E-1
1.741612913E1,-1.503546257E-3,-5.075354129E-2,-1.460712403E-1
1.742626097E1,-3.286104184E-3,-5.053344741E-2,-1.103219911E-1
1.744600584E1,-2.731094137E-3,-5.598773807E-2,-1.224709004E-1
1.745604612E1,-4.307432566E-3,-5.970613286E-2,-1.586973369E-1
1.746608641E1,-7.740628906E-3,-6.440901011E-2,-1.939444691E-1
1.747618773E1,-1.105614100E-2,-6.716380268E-2,-2.184850425E-1
1.748625853E1,-1.229070313E-2,-7.084270567E-2,-2.274608016E-1
1.749632933E1,-1.337355003E-2,-7.540727407E-2,-2.306089997E-1
1.750640013E1,-1.235409174E-2,-7.886847109E-2,-2.366892993E-1
1.751640989E1,-9.241940454E-3,-8.224498481E-2,-2.349958867E-1
1.752657225E1,-5.029745866E-3,-8.454971761E-2,-2.196929455E-1
1.753670408E1,-1.693918486E-3,-8.579680324E-2,-1.956445277E-1
1.754753782E1,3.640402341E-3,-8.603060991E-2,-1.784104258E-1
1.756722166E1,1.534762233E-2,-8.928989619E-2,-2.052554041E-1
1.758696654E1,2.995194122E-2,-9.243779629E-2,-2.350416034E-1
1.759703734E1,3.332174942E-2,-9.350802004E-2,-2.324271053E-1
1.760713865E1,3.665664047E-2,-9.355986863E-2,-2.142569423E-1
1.761717894E1,3.993650898E-2,-9.456919879E-2,-1.853926778E-1
1.762724974E1,4.512592405E-2,-9.741033614E-2,-1.565500349E-1
1.763732054E1,4.927551001E-2,-1.010830104E-1,-1.384372264E-1
1.764739134E1,5.329374596E-2,-1.036671624E-1,-1.329995692E-1
1.765743162E1,5.614153668E-2,-1.070608273E-1,-1.324658543E-1
1.766753294E1,5.679905787E-2,-1.123057231E-1,-1.387730837E-1
1.767760374E1,5.620923638E-2,-1.183109730E-1,-1.577787250E-1
1.768767454E1,5.440449342E-2,-1.222307533E-1,-1.729287058E-1
1.769774534E1,5.142940581E-2,-1.260194927E-1,-1.744949073E-1
1.770781614E1,4.732663184E-2,-1.287014335E-1,-1.702560037E-1
1.771788694E1,4.116665572E-2,-1.312509924E-1,-1.563197523E-1
1.772823240E1,3.395453840E-2,-1.336468458E-1,-1.443603784E-1
1.774809935E1,2.137807012E-2,-1.361022592E-1,-1.341451257E-1
1.775813963E1,1.606094651E-2,-1.371378750E-1,-1.378295422E-1
1.776821043E1,1.076024305E-2,-1.370518357E-1,-1.473805755E-1
1.777831175E1,5.506611895E-3,-1.388055086E-1,-1.608421355E-1
1.778835203E1,-1.623619930E-3,-1.414343566E-1,-1.762647778E-1
1.779842283E1,-7.688671350E-3,-1.439746469E-1,-1.858657002E-1
1.780849363E1,-1.462972537E-2,-1.463671923E-1,-1.896515340E-1
1.781856444E1,-2.046886459E-2,-1.457806975E-1,-1.856628656E-1
1.782863524E1,-2.426441200E-2,-1.411122084E-1,-1.710050255E-1
1.783870604E1,-2.601782233E-2,-1.344128102E-1,-1.583049446E-1
1.784880736E1,-2.671727538E-2,-1.315075606E-1,-1.436762065E-1
1.785884764E1,-2.728231251E-2,-1.305001974E-1,-1.426728070E-1
1.786891844E1,-2.666375972E-2,-1.275446564E-1,-1.533353180E-1
1.787898924E1,-2.478944510E-2,-1.236451343E-1,-1.620367467E-1
1.788912108E1,-2.259527892E-2,-1.198218986E-1,-1.707082391E-1
1.789931395E1,-2.009181120E-2,-1.151008308E-1,-1.754609048E-1
1.790965941E1,-1.926708966E-2,-1.075696945E-1,-1.762913913E-1
1.792983152E1,-1.218715124E-2,-8.899073303E-2,-1.671576649E-1
1.794951536E1,-3.702647518E-3,-6.716504693E-2,-1.539953798E-1
1.795955565E1,1.553737093E-3,-5.853012577E-2,-1.507557333E-1
1.796962645E1,6.783675402E-3,-5.208282545E-2,-1.494206339E-1
1.797972776E1,1.098386757E-2,-4.685007781E-2,-1.499867588E-1
1.798979857E1,1.412152965E-2,-4.286909476E-2,-1.514789760E-1
1.799986937E1,1.717351191E-2,-3.912254423E-2,-1.548774242E-1
1.800994017E1,2.107526176E-2,-3.372727707E-2,-1.601704210E-1
1.802004149E1,2.389738522E-2,-2.759359218E-2,-1.634790897E-1
1.803014280E1,2.757701650E-2,-2.364897728E-2,-1.667470038E-1
1.804030516E1,2.924313769E-2,-1.788689010E-2,-1.680480242E-1
1.805046751E1,3.080617636E-2,-1.038484927E-2,-1.663961858E-1
1.806062987E1,3.221198916E-2,-3.185618203E-3,-1.666397601E-1
1.807079222E1,3.246684000E-2,3.723066766E-3,-1.687804163E-1
1.809133055E1,3.345491737E-2,1.777050458E-2,-1.746994108E-1
1.811064818E1,3.476985544E-2,3.767791763E-2,-1.843585074E-1
1.812071898E1,3.593344241E-2,4.745340720E-2,-1.861633062E-1
1.813078978E1,3.697010130E-2,5.584766716E-2,-1.869214773E-1
1.814086058E1,3.889065981E-2,6.580500305E-2,-1.856661886E-1
1.815096190E1,3.973694146E-2,7.631018758E-2,-1.872498393E-1
1.816100218E1,3.858390078E-2,8.451365680E-2,-1.916899383E-1
1.817107298E1,3.736513481E-2,9.522771090E-2,-1.950808913E-1
1.818117430E1,3.610958159E-2,1.046070755E-1,-1.984045058E-1
1.819121458E1,3.385919705E-2,1.116905510E-1,-1.997171640E-1
1.820131590E1,3.354428336E-2,1.174558550E-1,-2.048588693E-1
1.821135618E1,3.420793638E-2,1.219252348E-1,-2.118835300E-1
1.822142698E1,3.488135710E-2,1.289640367E-1,-2.198193073E-1
1.823149779E1,3.654389456E-2,1.337102503E-1,-2.179604918E-1
1.824156859E1,3.628234193E-2,1.381161362E-1,-2.121462226E-1
1.825163939E1,3.507308289E-2,1.441276073E-1,-1.994602829E-1
1.826171019E1,3.486550972E-2,1.507870108E-1,-1.974185556E-1
1.827208616E1,3.564721346E-2,1.570591033E-1,-2.030873150E-1
1.829192259E1,3.630577028E-2,1.637107134E-1,-2.152187824E-1
1.830199339E1,3.714332730E-2,1.679814160E-1,-2.090337574E-1
1.831206419E1,3.604276478E-2,1.709387302E-1,-2.027922124E-1
1.832213499E1,3.495191410E-2,1.745748222E-1,-2.052587271E-1
1.833220579E1,3.192315623E-2,1.788897812E-1,-2.135154158E-1
1.834227659E1,2.890863456E-2,1.819680482E-1,-2.246501148E-1
1.835234739E1,2.688177116E-2,1.896514297E-1,-2.211502492E-1
1.836238768E1,2.390393242E-2,1.970721930E-1,-2.059370875E-1
1.837248900E1,2.095357701E-2,1.984254867E-1,-1.799882650E-1
1.838252928E1,1.900953613E-2,1.947186291E-1,-1.676331908E-1
1.839269163E1,2.002364211E-2,1.879401505E-1,-1.844441593E-1
1.840285399E1,2.302751318E-2,1.810637861E-1,-2.100022435E-1
1.841304686E1,2.801834233E-2,1.760790944E-1,-2.433423400E-1
1.842320921E1,3.012641519E-2,1.730125695E-1,-2.582005262E-1
1.843340208E1,3.032042459E-2,1.699304432E-1,-2.555536032E-1
1.845384886E1,2.106502652E-2,1.647679508E-1,-2.288881689E-1
1.847319700E1,1.774842292E-2,1.655322462E-1,-2.188134044E-1
1.848326780E1,1.904751547E-2,1.674074978E-1,-2.113622874E-1
1.849333860E1,2.231127955E-2,1.702657640E-1,-2.019758373E-1
1.850340941E1,2.850695141E-2,1.701943874E-1,-2.013556808E-1
1.851348021E1,3.471218422E-2,1.691575199E-1,-2.163094580E-1
1.852355101E1,4.091819748E-2,1.681378037E-1,-2.439250946E-1
1.853368284E1,4.614158720E-2,1.690780222E-1,-2.608524263E-1
1.854387571E1,4.939740151E-2,1.739264876E-1,-2.632009089E-1
1.855406859E1,4.873052612E-2,1.787811965E-1,-2.431843877E-1
1.856420042E1,4.510280117E-2,1.826607585E-1,-2.105326355E-1
1.857442381E1,4.510280117E-2,1.826607585E-1,-2.105326355E-1
1.859407713E1,3.682887927E-2,1.924017370E-1,-1.807655543E-1
1.860411741E1,3.979960456E-2,1.904933453E-1,-1.919534653E-1
1.861418821E1,4.368290678E-2,1.866762340E-1,-2.138620615E-1
1.862428953E1,4.750027508E-2,1.819355190E-1,-2.377384156E-1
1.863451292E1,4.833138734E-2,1.762370467E-1,-2.557905316E-1
1.865447142E1,4.690603539E-2,1.659250408E-1,-2.452568710E-1
1.866451170E1,4.272377118E-2,1.661690325E-1,-2.225028127E-1
1.867452147E1,3.851521388E-2,1.674202681E-1,-2.046294361E-1
1.868465330E1,3.526023403E-2,1.696345955E-1,-2.003855407E-1
1.869472410E1,3.199501336E-2,1.737741530E-1,-2.049037665E-1
1.870479490E1,2.969480306E-2,1.778427362E-1,-2.142868638E-1
1.871489622E1,2.836235426E-2,1.808708161E-1,-2.246434540E-1
1.872496702E1,2.800145745E-2,1.809059381E-1,-2.350000441E-1
1.873503782E1,2.668028139E-2,1.789573282E-1,-2.414677143E-1
1.874510862E1,2.538747527E-2,1.769938618E-1,-2.459967434E-1
1.875517942E1,2.607934177E-2,1.759866029E-1,-2.476128191E-1
1.876528074E1,2.585644275E-2,1.759742349E-1,-2.472927719E-1
1.877532103E1,2.375299670E-2,1.778967679E-1,-2.391948849E-1
1.878539183E1,2.269394696E-2,1.817663610E-1,-2.233208269E-1
1.879546263E1,2.268007398E-2,1.817569137E-1,-2.074534297E-1
1.880553343E1,2.371049486E-2,1.807971597E-1,-2.013249248E-1
1.881587889E1,2.480809763E-2,1.788839549E-1,-2.107703984E-1
1.883574583E1,2.912405133E-2,1.781424135E-1,-2.345694155E-1
1.884581663E1,2.940607630E-2,1.792917252E-1,-2.382164150E-1
1.885588743E1,2.875613980E-2,1.804721057E-1,-2.331204265E-1
1.886595823E1,2.911028080E-2,1.826361269E-1,-2.231678665E-1
1.887605955E1,2.948780544E-2,1.847938150E-1,-2.141970992E-1
1.888619139E1,3.084997647E-2,1.869160831E-1,-2.081492245E-1
1.889638426E1,3.222529218E-2,1.909128577E-1,-2.020997107E-1
1.890654661E1,3.166409582E-2,1.928781867E-1,-1.970228404E-1
1.891670897E1,3.110659309E-2,1.928016096E-1,-1.929161251E-1
1.893645384E1,2.803070843E-2,1.876060665E-1,-1.915236562E-1
1.894649412E1,2.745164186E-2,1.844952703E-1,-2.020265609E-1
1.895659544E1,2.782989293E-2,1.823957711E-1,-2.154656798E-1
1.896663572E1,2.721705474E-2,1.813071519E-1,-2.260018289E-1
1.897673704E1,2.658561617E-2,1.792952716E-1,-2.316897213E-1
1.898683836E1,2.398841456E-2,1.792517155E-1,-2.266901582E-1
1.899806883E1,2.040662058E-2,1.792377830E-1,-2.187868059E-1
1.901720335E1,1.810001954E-2,1.802321523E-1,-2.137157470E-1
1.903734495E1,2.067363076E-2,1.900042146E-1,-2.261980325E-1
1.904753782E1,2.100174129E-2,1.938930303E-1,-2.251538783E-1
1.905770018E1,2.426009998E-2,1.967475265E-1,-2.270310074E-1
1.906789305E1,2.656062506E-2,1.985750198E-1,-2.308567464E-1
1.908751585E1,2.731722780E-2,2.049708515E-1,-2.365712225E-1
1.909755613E1,2.868989296E-2,2.085540295E-1,-2.316489965E-1
1.910765745E1,2.715517394E-2,2.111039013E-1,-2.218660116E-1
1.911769774E1,2.562985756E-2,2.135664225E-1,-2.111112326E-1
1.912779905E1,2.606167458E-2,2.140299529E-1,-2.032793611E-1
1.913783934E1,2.747678943E-2,2.144417614E-1,-2.051822394E-1
1.914791014E1,3.084446862E-2,2.128657252E-1,-2.129276693E-1
1.915801146E1,3.616132960E-2,2.141774893E-1,-2.216556966E-1
1.916805174E1,3.758366778E-2,2.144629657E-1,-2.177401632E-1
1.917833616E1,3.705479205E-2,2.156980336E-1,-2.079979330E-1
1.919826414E1,3.401662782E-2,2.179599553E-1,-2.079862952E-1
1.920833494E1,3.149819747E-2,2.218929231E-1,-2.235544175E-1
1.921840574E1,2.895420045E-2,2.266793102E-1,-2.235602438E-1
1.922847654E1,2.833964862E-2,2.303822637E-1,-2.089738995E-1
1.923851683E1,2.866874821E-2,2.291005850E-1,-1.866080761E-1
1.924861815E1,2.896890603E-2,2.238243520E-1,-1.856503785E-1
1.925868895E1,2.923513576E-2,2.165357322E-1,-1.973503977E-1
1.926875975E1,3.141423315E-2,2.121424377E-1,-2.217097133E-1
1.927883055E1,3.355872631E-2,2.077444345E-1,-2.392738611E-1
1.928890135E1,3.469919413E-2,2.043733448E-1,-2.442102432E-1
1.929897215E1,3.289455548E-2,1.981516778E-1,-2.384649962E-1
1.930907347E1,2.912815474E-2,1.939691603E-1,-2.298217565E-1
1.931911375E1,2.632712573E-2,1.898879409E-1,-2.163352519E-1
1.932921507E1,2.547102235E-2,1.859221756E-1,-2.155188918E-1
1.933928587E1,2.754054032E-2,1.830451936E-1,-2.225044668E-1
1.934935667E1,2.962081693E-2,1.832205057E-1,-2.285406739E-1
1.935970213E1,3.073800728E-2,1.825401485E-1,-2.287584990E-1
1.937969114E1,3.299431130E-2,1.824874282E-1,-2.273061723E-1
1.938985350E1,3.413265198E-2,1.821122915E-1,-2.421726584E-1
1.940004637E1,3.430727869E-2,1.837733835E-1,-2.463533878E-1
1.941020872E1,3.351923823E-2,1.883991510E-1,-2.408168018E-1
1.942992308E1,2.906892262E-2,1.958610713E-1,-2.113015950E-1
1.943999388E1,2.638885193E-2,1.986604929E-1,-2.048289478E-1
1.945006468E1,2.470334992E-2,2.014858425E-1,-2.032319754E-1
1.946013548E1,2.498428524E-2,2.014288008E-1,-2.055372298E-1
1.947020628E1,2.624804713E-2,1.994782537E-1,-2.068823129E-1
1.948030760E1,2.655007504E-2,1.946658194E-1,-2.199140787E-1
1.949034788E1,2.783467248E-2,1.870250553E-1,-2.310163528E-1
1.950041868E1,2.815977111E-2,1.804523915E-1,-2.411584705E-1
1.951055052E1,2.557888627E-2,1.749573052E-1,-2.347772419E-1
1.952071287E1,2.203683928E-2,1.695488095E-1,-2.167359442E-1
1.953087523E1,1.850788668E-2,1.661908776E-1,-2.016275227E-1
1.954177000E1,1.597246341E-2,1.648616195E-1,-2.030690312E-1
1.956139280E1,1.487558801E-2,1.623736918E-1,-2.215509415E-1
1.958098509E1,2.070267498E-2,1.590671986E-1,-2.303396612E-1
1.959105589E1,2.121767774E-2,1.560157537E-1,-2.201526612E-1
1.960112669E1,1.883630827E-2,1.510799229E-1,-2.109516114E-1
1.961119749E1,1.453376096E-2,1.471951008E-1,-2.095408738E-1
1.962126829E1,1.220616791E-2,1.453681886E-1,-2.169005573E-1
1.963133909E1,1.185446884E-2,1.455816329E-1,-2.223232538E-1
1.964140989E1,1.445213519E-2,1.468670666E-1,-2.180286348E-1
1.965148070E1,1.513199974E-2,1.492181271E-1,-2.059612125E-1
1.966155150E1,1.486758795E-2,1.487700194E-1,-1.909858137E-1
1.967165281E1,1.560278609E-2,1.484418362E-1,-1.945064366E-1
1.968169310E1,1.830509491E-2,1.472596973E-1,-2.019301355E-1
1.969176390E1,2.199994959E-2,1.462239176E-1,-2.122825682E-1
1.970186522E1,2.376676351E-2,1.443723887E-1,-2.119466960E-1
1.971190550E1,2.457439154E-2,1.455670446E-1,-2.057841122E-1
1.972228148E1,2.539147623E-2,1.468686312E-1,-1.986588836E-1
1.974211790E1,2.217416279E-2,1.487255991E-1,-1.922178268E-1
1.975218870E1,2.202093974E-2,1.501769871E-1,-2.035994232E-1
1.976225950E1,2.575065754E-2,1.526026577E-1,-2.140158564E-1
1.977233030E1,2.945886366E-2,1.521057636E-1,-2.166544795E-1
1.978240110E1,3.021437861E-2,1.477305293E-1,-2.095716298E-1
1.979247191E1,3.092640452E-2,1.424024701E-1,-2.083370984E-1
1.980251219E1,2.866729163E-2,1.361601651E-1,-2.080852240E-1
1.981261351E1,2.829953656E-2,1.309489012E-1,-2.127090245E-1
1.982268431E1,2.788491547E-2,1.277542710E-1,-2.202607542E-1
1.983275511E1,2.840480208E-2,1.236846521E-1,-2.210147381E-1
1.984282591E1,2.888572216E-2,1.196840927E-1,-2.208052576E-1
1.985289671E1,3.030296788E-2,1.157681346E-1,-2.176878005E-1
1.986296751E1,2.973345853E-2,1.099866033E-1,-2.165247798E-1
1.987316038E1,2.912654355E-2,1.043027639E-1,-2.182913423E-1
1.988332274E1,2.751741931E-2,9.875372797E-2,-2.210405171E-1
1.989351561E1,2.685979381E-2,9.336855263E-2,-2.208825648E-1
1.990383055E1,2.715615928E-2,8.911076933E-2,-2.178158164E-1
1.992339232E1,2.772140503E-2,8.022516221E-2,-2.039319575E-1
1.993346312E1,2.605367452E-2,7.266125828E-2,-2.018677890E-1
1.994353392E1,2.536528930E-2,6.626513600E-2,-2.037025094E-1
1.995360472E1,2.565999329E-2,5.814016238E-2,-2.094377726E-1
1.996367552E1,2.693679556E-2,5.026448146E-2,-2.054532617E-1
1.997374632E1,2.433481440E-2,4.169480503E-2,-1.985591203E-1
1.998384764E1,2.077260986E-2,3.146988153E-2,-1.965381801E-1
1.999388792E1,1.625350118E-2,2.059410885E-2,-2.062014490E-1
2.000401976E1,1.625350118E-2,2.059410885E-2,-2.062014490E-1
2.001418211E1,1.120910421E-2,-1.033772482E-3,-2.313912660E-1
2.002437498E1,9.743746370E-3,-1.177463494E-2,-2.216207683E-1
2.003453734E1,7.365183905E-3,-2.509698085E-2,-2.050450891E-1
2.004469969E1,4.068272188E-3,-4.106586054E-2,-1.787437797E-1
2.006438353E1,-3.359208582E-3,-7.862681895E-2,-1.952380091E-1
2.007445433E1,-4.589250311E-3,-9.699390084E-2,-2.195566148E-1
2.008479979E1,-6.732705049E-3,-1.136552393E-1,-2.468064427E-1
2.010466673E1,-5.892136134E-3,-1.420582086E-1,-2.488016188E-1
2.011470701E1,-6.785130594E-3,-1.558042169E-1,-2.284101695E-1
2.012480833E1,-7.577170152E-3,-1.708830893E-1,-2.128910869E-1
2.013487913E1,-6.330346223E-3,-1.843992174E-1,-2.090553641E-1
2.014494993E1,-5.967163481E-3,-1.943799704E-1,-2.091227174E-1
2.015502073E1,-5.522978492E-3,-2.027722001E-1,-1.994727403E-1
2.016506102E1,-5.982386880E-3,-2.105697840E-1,-1.839977205E-1
2.017516234E1,-7.354532368E-3,-2.158221602E-1,-1.792400777E-1
2.018523314E1,-8.672850206E-3,-2.195234150E-1,-1.959005594E-1
2.019530394E1,-7.995376363E-3,-2.207152247E-1,-2.213339657E-1
2.020537474E1,-5.328242201E-3,-2.204144001E-1,-2.399730086E-1
2.021544554E1,-4.570961464E-3,-2.206232250E-1,-2.450074703E-1
2.022551634E1,-3.779232735E-3,-2.213770300E-1,-2.276827693E-1
2.023558714E1,-5.875874311E-3,-2.246535420E-1,-2.123207897E-1
2.024565794E1,-6.972436793E-3,-2.304536849E-1,-2.096248269E-1
2.025572874E1,-9.989297017E-3,-2.358724624E-1,-1.991634965E-1
2.026607420E1,-1.395121310E-2,-2.457881272E-1,-1.877494752E-1
2.028594114E1,-1.693118364E-2,-2.664238513E-1,-2.107105255E-1
2.029601194E1,-1.595381089E-2,-2.781282961E-1,-2.304951102E-1
2.030608275E1,-1.592991129E-2,-2.914206684E-1,-2.522490919E-1
2.031615355E1,-1.783462055E-2,-3.043669164E-1,-2.526257038E-1
2.032622435E1,-2.069623210E-2,-3.159914017E-1,-2.364881039E-1
2.033629515E1,-2.451323718E-2,-3.263134658E-1,-2.184326649E-1
2.034639647E1,-3.025890701E-2,-3.363037407E-1,-1.974859089E-1
2.035655882E1,-3.499956056E-2,-3.459645510E-1,-1.882424504E-1
2.036672117E1,-3.871743008E-2,-3.533776104E-1,-1.858365983E-1
2.037691405E1,-4.041815549E-2,-3.575959802E-1,-1.873504370E-1
2.038704588E1,-4.203538597E-2,-3.605826795E-1,-1.898593754E-1
2.040679075E1,-4.302351549E-2,-3.619467914E-1,-1.735521853E-1
2.041683104E1,-4.336186126E-2,-3.613305092E-1,-1.732205003E-1
2.042693236E1,-4.457511753E-2,-3.624545634E-1,-1.826426834E-1
2.043700316E1,-4.666443542E-2,-3.653049171E-1,-1.901469976E-1
2.044808104E1,-4.962918535E-2,-3.659733236E-1,-1.830882579E-1
2.046721556E1,-5.332512781E-2,-3.694427609E-1,-1.486400217E-1
2.047728636E1,-5.407419801E-2,-3.712616265E-1,-1.387672573E-1
2.048735716E1,-5.377388373E-2,-3.718433380E-1,-1.464428455E-1
2.049755003E1,-5.048460886E-2,-3.712214530E-1,-1.599941850E-1
2.050771238E1,-4.714067653E-2,-3.703861237E-1,-1.667744368E-1
2.051787474E1,-4.472356290E-2,-3.713060021E-1,-1.716468036E-1
2.052806761E1,-4.421947151E-2,-3.720671237E-1,-1.658558249E-1
2.054778196E1,-4.801023751E-2,-3.722556233E-1,-1.466024667E-1
2.055785276E1,-4.939371347E-2,-3.678783774E-1,-1.341068894E-1
2.056789305E1,-4.978240281E-2,-3.606020212E-1,-1.274762750E-1
2.057799437E1,-5.209347233E-2,-3.543691337E-1,-1.247611865E-1
2.058806517E1,-5.339578912E-2,-3.472739756E-1,-1.269301027E-1
2.059813597E1,-5.564461276E-2,-3.403415382E-1,-1.281413287E-1
2.060820677E1,-5.495524406E-2,-3.365063965E-1,-1.332564503E-1
2.061827757E1,-5.424861982E-2,-3.328523338E-1,-1.413027942E-1
2.062859251E1,-5.158595368E-2,-3.293709755E-1,-1.483889669E-1
2.064848997E1,-4.334253073E-2,-3.267551064E-1,-1.528739333E-1
2.065856077E1,-4.167339951E-2,-3.256227374E-1,-1.483315974E-1
2.066860106E1,-4.003169760E-2,-3.236218691E-1,-1.428332478E-1
2.067870238E1,-3.842823580E-2,-3.207639158E-1,-1.392984837E-1
2.068874266E1,-3.687813506E-2,-3.180239797E-1,-1.396717429E-1
2.069881346E1,-3.539272398E-2,-3.154120743E-1,-1.429803967E-1
2.070891478E1,-3.495030478E-2,-3.139143288E-1,-1.482476294E-1
2.071895506E1,-3.359971941E-2,-3.106171191E-1,-1.525555402E-1
2.072908690E1,-2.940410189E-2,-3.065082133E-1,-1.607664824E-1
2.073909666E1,-2.527914383E-2,-3.035449684E-1,-1.670396328E-1
2.074919798E1,-2.121492289E-2,-2.978397310E-1,-1.645647883E-1
2.075926878E1,-1.915392466E-2,-2.913577259E-1,-1.543096155E-1
2.076933958E1,-1.812288165E-2,-2.860541046E-1,-1.430851370E-1
2.077941038E1,-1.520432346E-2,-2.790374458E-1,-1.338034570E-1
2.078945067E1,-1.332689170E-2,-2.713004649E-1,-1.323004365E-1
2.079955198E1,-1.249489654E-2,-2.628469765E-1,-1.356564611E-1
2.080986692E1,-1.271233801E-2,-2.536926866E-1,-1.370580643E-1
2.082976439E1,-8.542644791E-3,-2.371497303E-1,-1.378894001E-1
2.083983519E1,-7.086795755E-3,-2.297574133E-1,-1.451019347E-1
2.084999754E1,-6.703089457E-3,-2.226180434E-1,-1.600873023E-1
2.086019041E1,-5.442963913E-3,-2.147609293E-1,-1.721422672E-1
